"","sat","yr","doy","time","utm","site","evi","uniqueuserid"
"5323","S",2017,83,2017-03-24,43,"117930-1",0.519824722595236,"117930"
"5324","L",2017,87,2017-03-28,43,"117930-1",0.422556422577436,"117930"
"5325","S",2017,93,2017-04-03,43,"117930-1",0.27887161852997,"117930"
"5326","L",2017,94,2017-04-04,43,"117930-1",NA,"117930"
"5327","S",2017,100,2017-04-10,43,"117930-1",0.170925258164993,"117930"
"5328","L",2017,103,2017-04-13,43,"117930-1",0.160389668538679,"117930"
"5329","S",2017,103,2017-04-13,43,"117930-1",0.155095541401274,"117930"
"5330","L",2017,110,2017-04-20,43,"117930-1",NA,"117930"
"5331","S",2017,113,2017-04-23,43,"117930-1",0.146150452239135,"117930"
"5332","L",2017,119,2017-04-29,43,"117930-1",0.140490632002534,"117930"
"5333","S",2017,120,2017-04-30,43,"117930-1",NA,"117930"
"5334","S",2017,123,2017-05-03,43,"117930-1",NA,"117930"
"5335","S",2017,133,2017-05-13,43,"117930-1",0.10457373418168,"117930"
"5336","S",2017,140,2017-05-20,43,"117930-1",0.101179742026073,"117930"
"5337","S",2017,143,2017-05-23,43,"117930-1",0.0902890663651141,"117930"
"5338","S",2017,153,2017-06-02,43,"117930-1",0.0956585227349549,"117930"
"5339","S",2017,160,2017-06-09,43,"117930-1",0.114932301167119,"117930"
"5340","S",2017,163,2017-06-12,43,"117930-1",0.118617607444594,"117930"
"5341","L",2013,108,2013-04-18,43,"125901-1",0.441618059338586,"125901"
"5342","L",2013,115,2013-04-25,43,"125901-1",NA,"125901"
"5343","L",2013,124,2013-05-04,43,"125901-1",0.284618581875333,"125901"
"5344","L",2013,131,2013-05-11,43,"125901-1",NA,"125901"
"5345","L",2013,140,2013-05-20,43,"125901-1",0.143439968915944,"125901"
"5346","L",2013,147,2013-05-27,43,"125901-1",NA,"125901"
"5347","L",2013,156,2013-06-05,43,"125901-1",0.219870759289176,"125901"
"5348","L",2013,163,2013-06-12,43,"125901-1",NA,"125901"
"5349","L",2013,172,2013-06-21,43,"125901-1",NA,"125901"
"5350","L",2013,179,2013-06-28,43,"125901-1",NA,"125901"
"5351","L",2013,188,2013-07-07,43,"125901-1",NA,"125901"
"5352","L",2013,195,2013-07-14,43,"125901-1",NA,"125901"
"5353","L",2013,204,2013-07-23,43,"125901-1",0.249676270637747,"125901"
"5354","L",2013,211,2013-07-30,43,"125901-1",NA,"125901"
"5355","L",2013,220,2013-08-08,43,"125901-1",NA,"125901"
"5356","L",2013,227,2013-08-15,43,"125901-1",NA,"125901"
"5357","L",2013,236,2013-08-24,43,"125901-1",0.650370545788873,"125901"
"5358","L",2013,243,2013-08-31,43,"125901-1",NA,"125901"
"5359","L",2013,252,2013-09-09,43,"125901-1",NA,"125901"
"5360","L",2013,259,2013-09-16,43,"125901-1",NA,"125901"
"5361","L",2013,268,2013-09-25,43,"125901-1",0.619469333407307,"125901"
"5362","L",2013,275,2013-10-02,43,"125901-1",NA,"125901"
"5363","L",2013,284,2013-10-11,43,"125901-1",NA,"125901"
"5364","L",2013,291,2013-10-18,43,"125901-1",NA,"125901"
"5365","L",2013,300,2013-10-27,43,"125901-1",0.127330471093336,"125901"
"5366","L",2013,307,2013-11-03,43,"125901-1",NA,"125901"
"5367","L",2013,316,2013-11-12,43,"125901-1",0.0906144522859773,"125901"
"5368","L",2013,323,2013-11-19,43,"125901-1",NA,"125901"
"5369","L",2013,332,2013-11-28,43,"125901-1",NA,"125901"
"5370","L",2013,339,2013-12-05,43,"125901-1",NA,"125901"
"5371","L",2013,348,2013-12-14,43,"125901-1",0.436946099084701,"125901"
"5372","L",2013,355,2013-12-21,43,"125901-1",NA,"125901"
"5373","L",2013,364,2013-12-30,43,"125901-1",0.560586929072147,"125901"
"5374","L",2014,6,2014-01-06,43,"125901-1",NA,"125901"
"5375","L",2014,15,2014-01-15,43,"125901-1",NA,"125901"
"5376","L",2014,22,2014-01-22,43,"125901-1",NA,"125901"
"5377","L",2014,31,2014-01-31,43,"125901-1",NA,"125901"
"5378","L",2014,38,2014-02-07,43,"125901-1",NA,"125901"
"5379","L",2014,47,2014-02-16,43,"125901-1",0.656835729681063,"125901"
"5380","L",2014,54,2014-02-23,43,"125901-1",NA,"125901"
"5381","L",2014,70,2014-03-11,43,"125901-1",NA,"125901"
"5382","L",2014,79,2014-03-20,43,"125901-1",0.509117432530999,"125901"
"5383","L",2014,86,2014-03-27,43,"125901-1",NA,"125901"
"5384","L",2014,95,2014-04-05,43,"125901-1",0.228584316645664,"125901"
"5385","L",2014,102,2014-04-12,43,"125901-1",NA,"125901"
"5386","L",2014,111,2014-04-21,43,"125901-1",NA,"125901"
"5387","L",2014,118,2014-04-28,43,"125901-1",NA,"125901"
"5388","L",2014,127,2014-05-07,43,"125901-1",NA,"125901"
"5389","L",2014,134,2014-05-14,43,"125901-1",NA,"125901"
"5390","L",2014,143,2014-05-23,43,"125901-1",0.126290753747772,"125901"
"5391","L",2014,150,2014-05-30,43,"125901-1",NA,"125901"
"5392","L",2014,159,2014-06-08,43,"125901-1",0.269569606313664,"125901"
"5393","L",2014,166,2014-06-15,43,"125901-1",NA,"125901"
"5394","L",2014,175,2014-06-24,43,"125901-1",NA,"125901"
"5395","L",2014,182,2014-07-01,43,"125901-1",NA,"125901"
"5396","L",2014,191,2014-07-10,43,"125901-1",0.125480255365861,"125901"
"5397","L",2014,198,2014-07-17,43,"125901-1",NA,"125901"
"5398","L",2014,207,2014-07-26,43,"125901-1",NA,"125901"
"5399","L",2014,214,2014-08-02,43,"125901-1",NA,"125901"
"5400","L",2014,223,2014-08-11,43,"125901-1",NA,"125901"
"5401","L",2014,230,2014-08-18,43,"125901-1",NA,"125901"
"5402","L",2014,239,2014-08-27,43,"125901-1",0.511691747503769,"125901"
"5403","L",2014,246,2014-09-03,43,"125901-1",NA,"125901"
"5404","L",2014,255,2014-09-12,43,"125901-1",NA,"125901"
"5405","L",2014,262,2014-09-19,43,"125901-1",NA,"125901"
"5406","L",2014,271,2014-09-28,43,"125901-1",0.490986476082567,"125901"
"5407","L",2014,278,2014-10-05,43,"125901-1",NA,"125901"
"5408","L",2014,287,2014-10-14,43,"125901-1",NA,"125901"
"5409","L",2014,294,2014-10-21,43,"125901-1",NA,"125901"
"5410","L",2014,310,2014-11-06,43,"125901-1",NA,"125901"
"5411","L",2014,319,2014-11-15,43,"125901-1",0.0804509404974464,"125901"
"5412","L",2014,326,2014-11-22,43,"125901-1",NA,"125901"
"5413","L",2014,335,2014-12-01,43,"125901-1",0.0911139729555699,"125901"
"5414","L",2014,342,2014-12-08,43,"125901-1",NA,"125901"
"5415","L",2014,351,2014-12-17,43,"125901-1",NA,"125901"
"5416","L",2014,358,2014-12-24,43,"125901-1",NA,"125901"
"5417","L",2015,2,2015-01-02,43,"125901-1",NA,"125901"
"5418","L",2015,9,2015-01-09,43,"125901-1",NA,"125901"
"5419","L",2015,18,2015-01-18,43,"125901-1",0.635558160380611,"125901"
"5420","L",2015,25,2015-01-25,43,"125901-1",NA,"125901"
"5421","L",2015,34,2015-02-03,43,"125901-1",NA,"125901"
"5422","L",2015,41,2015-02-10,43,"125901-1",NA,"125901"
"5423","L",2015,50,2015-02-19,43,"125901-1",NA,"125901"
"5424","L",2015,57,2015-02-26,43,"125901-1",NA,"125901"
"5425","L",2015,66,2015-03-07,43,"125901-1",0.640634735460607,"125901"
"5426","L",2015,73,2015-03-14,43,"125901-1",NA,"125901"
"5427","L",2015,82,2015-03-23,43,"125901-1",0.460071675915985,"125901"
"5428","L",2015,89,2015-03-30,43,"125901-1",NA,"125901"
"5429","L",2015,98,2015-04-08,43,"125901-1",0.190792342741996,"125901"
"5430","L",2015,105,2015-04-15,43,"125901-1",NA,"125901"
"5431","L",2015,114,2015-04-24,43,"125901-1",0.166448206585653,"125901"
"5432","L",2015,121,2015-05-01,43,"125901-1",NA,"125901"
"5433","L",2015,130,2015-05-10,43,"125901-1",NA,"125901"
"5434","L",2015,137,2015-05-17,43,"125901-1",NA,"125901"
"5435","L",2015,146,2015-05-26,43,"125901-1",0.0928597540277307,"125901"
"5436","L",2015,153,2015-06-02,43,"125901-1",NA,"125901"
"5437","L",2015,162,2015-06-11,43,"125901-1",0.0984028461130876,"125901"
"5438","L",2015,169,2015-06-18,43,"125901-1",NA,"125901"
"5439","L",2015,178,2015-06-27,43,"125901-1",0.0786020391014509,"125901"
"5440","L",2015,185,2015-07-04,43,"125901-1",NA,"125901"
"5441","L",2015,194,2015-07-13,43,"125901-1",NA,"125901"
"5442","L",2015,201,2015-07-20,43,"125901-1",NA,"125901"
"5443","L",2015,210,2015-07-29,43,"125901-1",0.338384466986122,"125901"
"5444","L",2015,217,2015-08-05,43,"125901-1",NA,"125901"
"5445","L",2015,226,2015-08-14,43,"125901-1",NA,"125901"
"5446","L",2015,233,2015-08-21,43,"125901-1",NA,"125901"
"5447","L",2015,242,2015-08-30,43,"125901-1",0.538765393296951,"125901"
"5448","L",2015,249,2015-09-06,43,"125901-1",NA,"125901"
"5449","L",2015,258,2015-09-15,43,"125901-1",NA,"125901"
"5450","L",2015,265,2015-09-22,43,"125901-1",NA,"125901"
"5451","L",2015,274,2015-10-01,43,"125901-1",0.530564760628922,"125901"
"5452","S",2015,274,2015-10-01,43,"125901-1",0.540176625275977,"125901"
"5453","L",2015,281,2015-10-08,43,"125901-1",NA,"125901"
"5454","L",2015,290,2015-10-17,43,"125901-1",NA,"125901"
"5455","S",2015,294,2015-10-21,43,"125901-1",0.220596661446197,"125901"
"5456","L",2015,297,2015-10-24,43,"125901-1",NA,"125901"
"5457","L",2015,306,2015-11-02,43,"125901-1",NA,"125901"
"5458","L",2015,313,2015-11-09,43,"125901-1",NA,"125901"
"5459","L",2015,322,2015-11-18,43,"125901-1",0.0674673685054308,"125901"
"5460","S",2015,324,2015-11-20,43,"125901-1",0.108520191538138,"125901"
"5461","L",2015,329,2015-11-25,43,"125901-1",NA,"125901"
"5462","S",2015,334,2015-11-30,43,"125901-1",0.180649049857106,"125901"
"5463","L",2015,338,2015-12-04,43,"125901-1",0.10656697717492,"125901"
"5464","S",2015,341,2015-12-07,43,"125901-1",NA,"125901"
"5465","L",2015,345,2015-12-11,43,"125901-1",NA,"125901"
"5466","L",2015,354,2015-12-20,43,"125901-1",NA,"125901"
"5467","L",2015,361,2015-12-27,43,"125901-1",NA,"125901"
"5468","S",2015,364,2015-12-30,43,"125901-1",0.444205142011038,"125901"
"5469","L",2016,5,2016-01-05,43,"125901-1",0.456053679398319,"125901"
"5470","S",2016,6,2016-01-06,43,"125901-1",0.410027410464171,"125901"
"5471","L",2016,12,2016-01-12,43,"125901-1",NA,"125901"
"5472","S",2016,19,2016-01-19,43,"125901-1",NA,"125901"
"5473","L",2016,21,2016-01-21,43,"125901-1",NA,"125901"
"5474","L",2016,28,2016-01-28,43,"125901-1",NA,"125901"
"5475","S",2016,29,2016-01-29,43,"125901-1",NA,"125901"
"5476","S",2016,36,2016-02-05,43,"125901-1",0.638236977676016,"125901"
