"","i","years","country","state","district","season","area","production_tonnes","yield_tn_ha","plant_dates","harvest_dates","season_length","VEG_annual_mean","VEG_annual_min","VEG_annual_max","VEG_annual_AUC","VEG_annual_5th_prct","VEG_annual_sd","VEG_annual_max_5th_prct","VEG_annual_AUC_5th_prct","VEG_growing_max_date","VEG_growing_mean","VEG_growing_min","VEG_growing_max","VEG_growing_AUC","VEG_growing_5th_prct","VEG_growing_max_5th_prct","VEG_growing_AUC_5th_prct","VEG_growing_AUC_v2","VEG_growing_AUC_leading","VEG_growing_AUC_trailing","VEG_growing_AUC_diff_mn","VEG_growing_AUC_diff_90th","VEG_all_growing_5th_prct","VEG_growing_sd","Whe_Yeild_kgha","yield_tn_ha_dual"
"359",24,NA,"India","Punjab","BATHINDA",NA,NA,NA,NA,321,33,77,4220.7959071119,1656.18164841694,7760.46545284781,140212974886.553,1687.7605466429,1836.30610263438,4543.09047619048,21528601874.2607,33,5094.12572398424,2502.97619047619,7515.01591613259,50921.3797636625,2502.97619047619,6311.33917324506,51653.7487001521,50956.2105393371,50921.3797636625,NA,-33251.096681294,-43761.7409088426,1571.77915711739,1851.31938542938,NA,NA
"360",24,NA,"India","Punjab","BATHINDA",NA,NA,NA,NA,NA,NA,NA,6850.16729703955,6137.86164162635,7515.01591613259,18745985584.7049,6137.86164162635,565.238477185709,4543.09047619048,21528601874.2607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",25,2002,"India","Punjab","FARIDKOT","Rabi",112,474000,4.23,305,129,189,4220.08469963373,2229.40099046602,6125.99716225627,63480062857.6379,2283.24672549471,1319.08157308817,6248.39357769348,24940048294.6772,33,4469.2361357612,1623.86953814219,7349.96131662836,109828.829581168,1730.58750685744,7355.81815256876,61402.8763624551,109804.268129726,57234.466629687,52606.6724810381,-1637.97581723162,-19289.5957812694,1782.11137445326,2047.65954890762,4235,4.235
"362",25,2003,"India","Punjab","FARIDKOT","Rabi",114,461000,4.04,305,129,189,4324.27422631583,1623.86953814219,7349.96131662836,134240245790.928,1703.97505597153,1932.54233314128,6248.39357769348,24940048294.6772,49,4544.50267091704,1677.98091778486,7594.63852027578,111557.177244651,1713.66363703759,7355.81815256876,61402.8763624551,111565.833701535,73115.0859389617,38382.9089137565,90.3718462517427,-17561.2481177861,1782.11137445326,2242.88366496611,4042,4.042
"363",25,2004,"India","Punjab","FARIDKOT","Rabi",114,487000,4.27,305,129,190,4388.41536515427,1677.98091778486,7594.63852027578,135212275802.145,1721.46765883312,1960.24710123025,6248.39357769348,24940048294.6772,41,4830.54664364821,1741.80993402031,7759.44405070798,118659.792972201,1798.58513751946,7355.81815256876,61402.8763624551,118663.532122787,68265.6914840396,50301.4440714134,7192.98757380161,-10458.6323902362,1782.11137445326,2252.19409105998,4273,4.273
"364",25,2005,"India","Punjab","FARIDKOT","Rabi",116,483000,4.16,313,129,181,4590.27888173714,1741.80993402031,7759.44405070798,141839358237.444,1839.39368151827,2047.45179169907,6248.39357769348,24940048294.6772,49,4545.97179362141,1646.81954184891,7570.44465861072,107036.743959495,1648.86864556305,7355.81815256876,61402.8763624551,107049.20037659,67854.2219070998,39161.0836805347,-4430.06143890494,-22081.6814029427,1782.11137445326,2171.58745111014,4164,4.164
"365",25,2006,"India","Punjab","FARIDKOT","Rabi",117,484000,4.14,297,137,205,4692.34228780436,1646.81954184891,7570.44465861072,145117074877.7,1786.95367707021,1980.58098261284,6248.39357769348,24940048294.6772,49,4944.15475801989,1727.10825116762,7805.89653791979,131160.572936367,1787.59314997405,7355.81815256876,61402.8763624551,131180.448516207,82111.2168746724,49004.2842782538,19693.7675379673,2042.14757392947,1782.11137445326,2136.35411927355,4133,4.133
"366",25,2007,"India","Punjab","FARIDKOT","Rabi",117,509000,4.35,313,129,181,4838.19988988626,1727.10825116762,7805.89653791979,149760235907.936,1810.96338646304,2009.16409310452,6248.39357769348,24940048294.6772,49,4907.07271105713,1793.7160797687,7494.45752835644,115716.539648858,1794.7160367707,7355.81815256876,61402.8763624551,115693.837681577,71857.3716261972,43801.4807829433,4249.73425045882,-13401.885713579,1782.11137445326,2124.97597625852,4349,4.349
"367",25,2008,"India","Punjab","FARIDKOT","Rabi",118,550000,4.66,305,137,198,4670.96732223516,1763.14601559951,7494.45752835644,144121785611.244,1794.8978471347,2080.44360767615,6248.39357769348,24940048294.6772,33,4686.61794852786,1746.13734153755,7885.00567870116,119621.618424803,1769.44268218548,7355.81815256876,61402.8763624551,119688.617970198,64432.7800894141,55165.4109398116,8154.81302640366,-9496.80693763414,1782.11137445326,2348.88779509931,4664,4.664
"368",25,2009,"India","Punjab","FARIDKOT","Rabi",117,481000,4.11,313,137,189,4526.29867550494,1746.13734153755,7885.00567870116,139812554977.497,1814.18700348432,2158.31749598965,6248.39357769348,24940048294.6772,65,4622.49144538077,1696.84338349766,7705.26921195048,113635.035773706,1711.68878641856,7355.81815256876,61402.8763624551,113622.787328084,84408.4954625835,29099.4880355931,2168.23037530601,-15483.3895887318,1782.11137445326,2305.44692271613,4107,4.107
"369",25,2010,"India","Punjab","FARIDKOT","Rabi",117,563000,4.81,313,137,189,4727.00674022569,1696.84338349766,7705.26921195048,146222401749.461,1723.96433538439,2188.04410394457,6248.39357769348,24940048294.6772,41,4912.91452116539,1757.32196604641,7983.70436652087,120841.961384855,1872.03235821781,7355.81815256876,61402.8763624551,120782.319949589,65536.4825264185,55232.0139458689,9375.15598645489,-8276.46397758291,1782.11137445326,2321.17629911147,4810,4.81
"370",25,NA,"India","Punjab","FARIDKOT",NA,NA,NA,NA,313,137,189,4946.53703159396,1757.32196604641,7983.70436652087,153127484082.669,1909.04133442064,2148.50005067406,6248.39357769348,24940048294.6772,49,4946.12120314072,1759.89582622878,7467.09803543628,121447.233982414,1804.28358514345,7355.81815256876,61402.8763624551,121442.798341547,73498.8981563547,47854.147885687,9980.42858401389,-7671.19138002391,1782.11137445326,2026.24359139088,NA,NA
"371",25,2012,"India","Punjab","FARIDKOT","Rabi",117,553000,4.73,313,145,198,4783.55991731595,1726.57196233968,7735.28577363025,147779557013.957,1751.72902661428,2021.83858343628,6248.39357769348,24940048294.6772,57,4838.49896350179,1752.19132626585,8000.94277876631,123739.735291785,1773.1171917859,7355.81815256876,61402.8763624551,123687.519192347,80540.4763443769,43195.7640871171,12272.9298933852,-5378.69007065265,1782.11137445326,2317.36050980697,4730,4.73
"372",25,NA,"India","Punjab","FARIDKOT",NA,NA,NA,NA,313,145,197,4796.03308075792,1747.80685002595,8000.94277876631,153515831554.613,1768.28814589666,2206.96754538707,6248.39357769348,24940048294.6772,57,5019.52030583689,1760.0232930536,7894.35812884573,128496.902187763,1862.52543554007,7355.81815256876,61402.8763624551,128422.177710822,84399.1139158351,44041.5911366479,17030.0967893636,-621.523174674177,1782.11137445326,2356.65170861604,NA,NA
"373",25,NA,"India","Punjab","FARIDKOT",NA,NA,NA,NA,305,137,197,4863.4544716768,1719.60716139076,7894.35812884573,146450585104.506,1767.66775891467,2250.25403613091,6248.39357769348,24940048294.6772,65,4240.48761759094,1727.58415004819,7883.71080139373,78278.4435751086,1777.06771443398,7355.81815256876,61402.8763624551,78332.306338498,52120.2227310357,26076.5429713859,-33188.3618232911,-50839.9817873289,1782.11137445326,2332.61278423465,NA,NA
"374",25,NA,"India","Punjab","FARIDKOT",NA,NA,NA,NA,313,33,85,4677.99724593587,1727.58415004819,7883.71080139373,154051273291.565,1840.8145540811,2195.14850167512,6248.39357769348,24940048294.6772,33,5464.45658864586,2203.09775372526,7937.59675290978,60514.6886144207,2203.09775372526,7355.81815256876,61402.8763624551,60503.1318104328,60514.6886144207,NA,-50952.116783979,-68603.7367480168,1782.11137445326,2211.85161853776,NA,NA
"375",25,NA,"India","Punjab","FARIDKOT",NA,NA,NA,NA,NA,NA,NA,7522.63721224851,6955.63113648158,7937.59675290978,20657824454.3482,6955.63113648158,407.052008552581,6248.39357769348,24940048294.6772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",26,2002,"India","Punjab","FATEHGARH SAHIB","Rabi",85,379000,4.46,305,129,189,5193.33711118144,2992.28852999341,7293.85455943749,78751584005.3104,3052.63682707097,1388.90697271676,7056.71012359191,24722953866.3808,33,4764.06927289774,1345.50384632292,7368.36642496155,116501.254489152,1838.27100458058,6915.33036734865,63361.2684667827,116461.84803866,61946.9184799446,54511.0236481931,889.631927126131,-13238.0737362086,2398.82261041529,1914.62529599374,4454,4.454
"377",26,2003,"India","Punjab","FATEHGARH SAHIB","Rabi",85,367000,4.32,305,129,189,4792.05469832594,1345.50384632292,7595.8372706296,150087934854.557,2067.2540419688,1988.13348823758,7056.71012359191,24722953866.3808,33,4937.84278855281,2303.52876290925,7382.12167358868,120932.775445119,2388.16662711492,6915.33036734865,63361.2684667827,120881.534589672,65149.8920413133,55778.0005563968,5321.15288309249,-8806.55278024221,2398.82261041529,1917.67897758346,4320,4.32
"378",26,2004,"India","Punjab","FATEHGARH SAHIB","Rabi",85,417000,4.91,305,129,190,4972.92003294644,2207.08558558559,7399.85312486256,153249210792.215,2309.05683366293,1876.06970429129,7056.71012359191,24722953866.3808,41,5198.64683291153,2346.9346517249,7677.29914304548,127410.661572653,2414.23703801362,6915.33036734865,63361.2684667827,127385.190269064,77673.973119991,49690.9664222844,11799.0390106273,-2328.66665270744,2398.82261041529,2050.19840541074,4902,4.902
"379",26,2005,"India","Punjab","FATEHGARH SAHIB","Rabi",84,369000,4.39,313,137,189,4949.19589477076,2137.08842012744,7677.29914304548,152892023456.025,2314.14202812569,2013.55462002467,7056.71012359191,24722953866.3808,49,4911.65682316909,2118.11742474181,7402.45326301912,120238.646315623,2154.8696462316,6915.33036734865,63361.2684667827,120255.787059122,72756.709694232,47418.2577147304,4627.02375359647,-9500.68190973824,2398.82261041529,1929.00388774662,4400,4.4
"380",26,2006,"India","Punjab","FATEHGARH SAHIB","Rabi",85,348000,4.09,305,129,189,5081.84746813653,2118.11742474181,7722.92545054945,157256685446.78,2255.36132608218,1929.38142481544,7056.71012359191,24722953866.3808,49,5154.07635416527,2443.10920676774,7383.4232036915,126144.041799519,2471.66287848824,6915.33036734865,63361.2684667827,126110.666138245,80394.1139809587,45675.2135340943,10532.4192374933,-3595.28642584143,2398.82261041529,1819.90842097549,4095,4.095
"381",26,2006,"India","Punjab","FATEHGARH SAHIB","Rabi",85,348000,4.09,305,129,189,5081.84746813653,2118.11742474181,7722.92545054945,157256685446.78,2255.36132608218,1929.38142481544,7056.71012359191,24722953866.3808,49,5154.07635416527,2443.10920676774,7383.4232036915,126144.041799519,2471.66287848824,6915.33036734865,63361.2684667827,126110.666138245,80394.1139809587,45675.2135340943,10532.4192374933,-3595.28642584143,2398.82261041529,1819.90842097549,NA,NA
"382",26,2007,"India","Punjab","FATEHGARH SAHIB","Rabi",85,429000,5.05,313,129,181,5091.34021041642,2309.74845088991,7601.62691494981,157536382649.908,2354.78154251813,1873.94037466386,7056.71012359191,24722953866.3808,41,4930.89104672207,2381.35807514832,6909.27613711272,115626.289561709,2416.48468138871,6915.33036734865,63361.2684667827,115631.211324362,67763.719246768,47865.2173399442,14.6669996824203,-14113.0386636523,2398.82261041529,1774.95791553797,5049,5.049
"383",26,2008,"India","Punjab","FATEHGARH SAHIB","Rabi",85,376000,4.42,305,137,198,4916.11279912445,2086.45605361459,7436.75431773237,151896204176.492,2417.70731487585,1843.65715729524,7056.71012359191,24722953866.3808,17,4780.49120278033,2398.82261041529,7446.9753021314,121611.736876764,2408.25956493078,6915.33036734865,63361.2684667827,121603.419184835,52365.644934484,69212.5858105449,6000.11431473815,-8127.59134859656,2398.82261041529,1923.67319063384,4427,4.427
"384",26,2009,"India","Punjab","FATEHGARH SAHIB","Rabi",85,419000,4.93,313,137,189,4831.02009682663,2316.31619424302,7812.64918256131,149425002071.213,2371.96132058888,1980.27123751895,7056.71012359191,24722953866.3808,49,4780.69331626729,2253.42713689299,7370.33588222369,116950.870293661,2268.66223247638,6915.33036734865,63361.2684667827,116945.941509187,70992.9461493577,45928.9191400573,1339.24773163468,-12788.4579317,2398.82261041529,1874.41089768583,4932,4.932
"385",26,2010,"India","Punjab","FATEHGARH SAHIB","Rabi",85,417000,4.91,313,129,181,4995.56943100404,2253.42713689299,8066.76970922438,154896747684.352,2299.53213359701,1926.12878132129,7056.71012359191,24722953866.3808,41,5218.11867304544,2695.9147659855,7545.6117874566,122358.595096533,2696.35308613492,6915.33036734865,63361.2684667827,122320.010249333,69422.9132435889,52879.5466782792,6746.97253450674,-7380.73312882797,2398.82261041529,1794.80704941738,4903,4.903
"386",26,NA,"India","Punjab","FATEHGARH SAHIB",NA,NA,NA,NA,305,145,205,5116.08145514592,2500.10925071413,7660.94795227488,158284468612.514,2610.42110415293,1849.92188791544,7056.71012359191,24722953866.3808,17,4900.58032244336,2289.87402768622,7151.75565809712,129643.833125394,2357.0399890134,6915.33036734865,63361.2684667827,129642.241118627,51460.0705456944,78148.1006269488,14032.210563368,-95.4950999666908,2398.82261041529,1784.90483959875,NA,NA
"387",26,2012,"India","Punjab","FATEHGARH SAHIB","Rabi",84,435000,5.18,321,137,182,5036.35865212567,2166.68776093166,7992.97397941228,155709264701.898,2236.99989672599,1904.01992388956,7056.71012359191,24722953866.3808,49,5112.14795708271,2281.89123269611,7493.41799604483,120011.776260479,2351.27361788618,6915.33036734865,63361.2684667827,119932.700906165,70790.2313026357,49166.9114203869,4400.15369845294,-9727.55196488177,2398.82261041529,1867.36275596368,5175,5.175
"388",26,NA,"India","Punjab","FATEHGARH SAHIB",NA,NA,NA,NA,313,145,197,5023.67820067452,2281.89123269611,7599.25157398846,160174347715.026,2399.43661832564,1879.04356134099,7056.71012359191,24722953866.3808,41,5105.33690896048,2458.23284992309,7505.23887057789,130053.097839537,2563.35380355966,6915.33036734865,63361.2684667827,129998.641395222,70122.3261257656,59914.1471021568,14441.475277511,313.769614176301,2398.82261041529,1928.52729433418,NA,NA
"389",26,NA,"India","Punjab","FATEHGARH SAHIB",NA,NA,NA,NA,305,145,205,5052.09758868528,2386.9460777851,7588.04166117337,152883716890.947,2418.81324873654,1907.51195472321,7056.71012359191,24722953866.3808,33,4596.63571667167,2631.75174686882,7538.40096682048,89071.0131842541,2631.76708965063,6915.33036734865,63361.2684667827,89077.4654243779,41210.7279659919,47753.5887415121,-26540.6093777719,-40668.3150411066,2398.82261041529,1844.21467322914,NA,NA
"390",26,NA,"India","Punjab","FATEHGARH SAHIB",NA,NA,NA,NA,313,33,85,4963.2896666758,2527.0171830367,7623.85649869124,161025694821.834,2551.67211757939,1838.11725001281,7056.71012359191,24722953866.3808,33,5593.51265924291,3200.56779027863,7030.36074183129,62008.1240079684,3200.56779027863,6915.33036734865,63361.2684667827,62006.68764486,62008.1240079684,NA,-53603.4985540577,-67731.2042173924,2398.82261041529,1432.89231625556,NA,NA
"391",26,NA,"India","Punjab","FATEHGARH SAHIB",NA,NA,NA,NA,NA,NA,NA,6783.10689539781,6628.7950470247,7030.36074183129,18719772739.8331,6628.7950470247,195.220617181214,7056.71012359191,24722953866.3808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",27,NA,"India","Punjab","FAZILKA",NA,NA,NA,NA,329,137,173,2544.86839385408,1496.9572778828,3443.42287334594,38965590718.6871,1562.7747637051,552.268395018584,3676.12128544423,18905855107.9809,41,3363.58144555129,1401.83308128544,5770.40699432892,75592.8704579646,1417.79631379962,5801.55051984877,50469.0742554985,75606.2583138423,35517.6372826705,40032.8762951798,-8734.90037350598,-20674.862442242,1596.68776937618,1567.36463523434,NA,NA
"393",27,NA,"India","Punjab","FAZILKA",NA,NA,NA,NA,321,129,173,3571.01046683652,1401.83308128544,5770.40699432892,111081073118.417,1427.87365784499,1389.28289709143,3676.12128544423,18905855107.9809,49,3927.5942612455,1511.25179584121,6561.28223062382,88177.9474622096,1553.50368620038,5801.55051984877,50469.0742554985,88179.1831315199,52654.7204089772,35469.5899722143,3850.17663073901,-8089.78543799696,1596.68776937618,1699.62918452185,NA,NA
"394",27,NA,"India","Punjab","FAZILKA",NA,NA,NA,NA,321,137,182,3575.33426502144,1511.25179584121,6561.28223062382,111085876800.284,1533.9975047259,1422.9379979495,3676.12128544423,18905855107.9809,65,4058.13480847966,1541.15255198488,6794.74310018904,95245.8813467145,1548.92137996219,5801.55051984877,50469.0742554985,95242.2397513379,68507.9961323663,26647.0856666069,10918.1105152439,-1021.85155349207,1596.68776937618,1864.57491662553,NA,NA
"395",27,NA,"India","Punjab","FAZILKA",NA,NA,NA,NA,329,129,165,3671.34401744968,1541.15255198488,6794.74310018904,113948407030.333,1552.23811909263,1564.2796461626,3676.12128544423,18905855107.9809,41,3812.42401615398,1457.19073724008,6532.27088846881,81879.9072334394,1483.90984877127,5801.55051984877,50469.0742554985,81864.918241966,41366.025834001,40459.2454790979,-2447.86359803124,-14387.8256667672,1596.68776937618,1792.34616706341,NA,NA
"396",27,NA,"India","Punjab","FAZILKA",NA,NA,NA,NA,329,137,173,3767.20273411089,1457.19073724008,6532.27088846881,116936348960.107,1499.92433837429,1530.81583120448,3676.12128544423,18905855107.9809,49,4223.56238940985,1541.34442344045,6932.98695652174,94888.7363764109,1595.56578449905,5801.55051984877,50469.0742554985,94888.1057503775,49568.8051266176,45290.4184750754,10560.9655449403,-1378.99652379563,1596.68776937618,1855.74787371908,NA,NA
"397",27,NA,"India","Punjab","FAZILKA",NA,NA,NA,NA,337,137,165,4135.51761058638,1541.34442344045,6932.98695652174,129115906896.27,1638.62459357278,1632.48207118368,3676.12128544423,18905855107.9809,57,3905.67592679233,1590.70491493384,6406.65444234405,83711.3078313055,1618.73293950851,5801.55051984877,50469.0742554985,83693.6119773329,48307.0222154625,35370.2788308964,-616.463000165051,-12556.425068901,1596.68776937618,1711.18536269017,NA,NA
"398",27,NA,"India","Punjab","FAZILKA",NA,NA,NA,NA,321,137,182,3735.16313929074,1419.12533081285,6406.65444234405,116087806924.231,1573.20101134215,1532.06047248336,3676.12128544423,18905855107.9809,41,4011.16104869575,1597.45047258979,6867.73497164461,94277.346732216,1603.1522778828,5801.55051984877,50469.0742554985,94280.3077017794,49270.1706254393,45005.4333834628,9949.57590074536,-1990.38616799061,1596.68776937618,1941.52978275695,NA,NA
"399",27,NA,"India","Punjab","FAZILKA",NA,NA,NA,NA,329,137,173,3706.11500643818,1597.45047258979,6867.73497164461,115361463879.007,1643.32655954631,1624.89684295667,3676.12128544423,18905855107.9809,57,3838.03334155229,1552.57296786389,6716.57296786389,86305.2761258648,1555.55406427221,5801.55051984877,50469.0742554985,86296.2566477631,53304.3673548794,32969.7372153409,1977.50529439418,-9962.45677434179,1596.68776937618,1840.39832879465,NA,NA
"400",27,NA,"India","Punjab","FAZILKA",NA,NA,NA,NA,329,137,173,3859.71904179226,1552.57296786389,6716.57296786389,119861513652.297,1583.13170132325,1541.54258012736,3676.12128544423,18905855107.9809,49,4228.7318155667,1616.38752362949,7055.78620037807,94761.4554252342,1685.1763705104,5801.55051984877,50469.0742554985,94761.5096408317,50437.9952425529,44198.8704095642,10433.6845937636,-1506.27747497236,1596.68776937618,1810.95360332787,NA,NA
"401",27,NA,"India","Punjab","FAZILKA",NA,NA,NA,NA,353,145,157,4209.12205404987,1590.01134215501,7055.78620037807,131320176941.316,1639.68234404537,1649.7029853257,3676.12128544423,18905855107.9809,65,3926.47786479431,1688.59243856333,6393.2775047259,79922.6377359432,1689.65497164461,5801.55051984877,50469.0742554985,79946.7518903592,46240.5361787251,33603.498632734,-4405.13309552739,-16345.0951642634,1596.68776937618,1555.29334218235,NA,NA
"402",27,NA,"India","Punjab","FAZILKA",NA,NA,NA,NA,337,145,174,3860.06865680784,1688.59243856333,6393.2775047259,120426669867.625,1690.97671077505,1451.11302834075,3676.12128544423,18905855107.9809,65,4216.30970658338,1727.87618147448,7242.19981096408,94687.4315548166,1752.64395085066,5801.55051984877,50469.0742554985,94689.9428166352,58703.6940928094,35940.0556098746,10359.660723346,-1580.30134538993,1596.68776937618,1965.73803483679,NA,NA
"403",27,NA,"India","Punjab","FAZILKA",NA,NA,NA,NA,321,145,189,4015.62477350133,1727.87618147448,7242.19981096408,128199899815.732,1785.47240075614,1689.04283098898,3676.12128544423,18905855107.9809,57,4252.39240885591,1893.78960302457,7144.60283553875,99625.2451473948,1894.47060491493,5801.55051984877,50469.0742554985,99652.8969240731,63876.8808354296,35690.487424871,15297.4743159242,3357.51224718826,1596.68776937618,1894.17671743361,NA,NA
"404",27,NA,"India","Punjab","FAZILKA",NA,NA,NA,NA,321,137,181,4088.23730162219,1739.8438563327,7144.60283553875,125019459070.885,1854.75122873346,1693.77657983308,3676.12128544423,18905855107.9809,65,3755.28953630602,1773.03780718336,6967.74725897921,61631.1517166911,1810.03119092628,5801.55051984877,50469.0742554985,61602.7957466919,36320.5904653145,25198.646077625,-22696.6191147795,-34636.5811835155,1596.68776937618,1785.59886209429,NA,NA
"405",27,NA,"India","Punjab","FAZILKA",NA,NA,NA,NA,313,33,85,3867.56778723131,1773.03780718336,6967.74725897921,127835678566.828,1869.36578449905,1465.73161716518,3676.12128544423,18905855107.9809,33,4565.26421445075,3008.61266540643,6729.82873345936,49881.5964943832,3008.61266540643,5801.55051984877,50469.0742554985,49892.6829552615,49881.5964943832,NA,-34446.1743370874,-46386.1364058234,1596.68776937618,1430.07630399342,NA,NA
"406",27,NA,"India","Punjab","FAZILKA",NA,NA,NA,NA,NA,NA,NA,6029.86446124764,5217.78903591682,6729.82873345936,16676995595.6802,5217.78903591682,747.632345008263,3676.12128544423,18905855107.9809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",28,2002,"India","Punjab","FIROZPUR","Rabi",369,1500000,3.98,297,129,197,4083.13410407912,2160.56727727714,6120.38669476585,61210997468.2819,2170.38308343441,1321.90734686763,6223.3910964819,23965922973.6945,33,4310.98466713768,1656.35057980181,7150.43071192635,110180.583128171,1799.52807013845,7156.0160482114,59957.3800461847,110167.326610883,57816.2650783712,52377.6202141382,-1731.86409503339,-18675.9149167943,1908.61510155317,1949.35044458749,3983,3.983
"408",28,2003,"India","Punjab","FIROZPUR","Rabi",383,1600000,4.14,297,129,197,4213.36866836018,1656.35057980181,7150.43071192635,130929095399.666,1669.47406634338,1858.94599912577,6223.3910964819,23965922973.6945,41,4486.05861154524,1750.24718532574,7416.55852626548,114656.812636025,1826.46545716494,7156.0160482114,59957.3800461847,114656.172287273,68885.1896021921,45782.0714081268,2744.36541282031,-14199.6854089406,1908.61510155317,2173.58800426629,4140,4.14
"409",28,2004,"India","Punjab","FIROZPUR","Rabi",386,1600000,4.14,305,137,198,4316.44915599682,1717.81073863237,7416.55852626548,132897282069.07,1749.40620633917,1919.83205014001,6223.3910964819,23965922973.6945,41,4734.13404679858,1823.02495150271,7616.52166945471,121024.925810893,1854.09791275463,7156.0160482114,59957.3800461847,121030.693830116,69469.5033481671,51453.8281092571,9112.47858768774,-7831.57223407316,1908.61510155317,2223.41184667993,4143,4.143
"410",28,2005,"India","Punjab","FIROZPUR","Rabi",386,1600000,4.06,305,129,189,4487.69487684498,1812.01554593501,7616.52166945471,138486463773.552,1827.11782246553,1993.30743008842,6223.3910964819,23965922973.6945,49,4490.82712910807,1685.69607140347,7330.53077604262,110279.778358686,1738.03257572563,7156.0160482114,59957.3800461847,110277.841437906,71042.4760250124,39220.9870416303,-1632.66886451837,-18576.7196862793,1908.61510155317,2082.23933083638,4065,4.065
"411",28,2006,"India","Punjab","FIROZPUR","Rabi",389,1600000,4.08,297,137,205,4560.71596245453,1685.69607140347,7330.53077604262,140784941199.09,1796.89201911589,1983.48304960146,6223.3910964819,23965922973.6945,49,4968.46935204518,1734.09639468691,7602.08695163263,132039.054906169,1870.53499894582,7156.0160482114,59957.3800461847,132053.675119599,83112.5643661252,48897.2242638311,20126.6076829641,3182.55686120316,1908.61510155317,2156.39606546193,4079,4.079
"412",28,2007,"India","Punjab","FIROZPUR","Rabi",395,1800000,4.52,297,137,205,4760.54899212378,1734.09639468691,7602.08695163263,147108542337.472,1802.31502002952,2019.22370053153,6223.3910964819,23965922973.6945,49,4656.77474851132,1912.68658373744,7262.13743762738,123479.957484536,1978.02125518308,7156.0160482114,59957.3800461847,123492.722332097,77792.8664920959,45646.3122344281,11567.5102613308,-5376.5405604301,1908.61510155317,2123.99604334259,4520,4.52
"413",28,2008,"India","Punjab","FIROZPUR","Rabi",395,1800000,4.68,305,129,190,4590.78462604684,1859.12833164642,7262.13743762738,141497000878.744,1952.17958605664,2023.67384030308,6223.3910964819,23965922973.6945,33,4811.28289831336,1868.2449363975,7692.40221272528,118146.400675164,1969.46387368181,7156.0160482114,59957.3800461847,118180.093200206,63339.9901131768,54782.5516156486,6233.95345195881,-10710.0973698021,1908.61510155317,2207.8016247225,4681,4.681
"414",28,2009,"India","Punjab","FIROZPUR","Rabi",395,1600000,4.14,313,137,189,4488.34549662798,1868.2449363975,7692.40221272528,138687427375.418,1907.24257010331,2091.74669337761,6223.3910964819,23965922973.6945,49,4535.49990293639,1784.11053482325,7476.45151451262,111417.182986758,1793.57737015953,7156.0160482114,59957.3800461847,111407.587382954,66760.4176973538,44646.0459256387,-495.264236446688,-17439.3150582076,1908.61510155317,2162.42323400534,4142,4.142
"415",28,2010,"India","Punjab","FIROZPUR","Rabi",397,1900000,4.66,313,137,189,4563.25341498868,1784.11053482325,7476.45151451262,141300403020.531,1811.91488087708,2073.01511180617,6223.3910964819,23965922973.6945,41,4848.84665903211,1846.41868016024,7794.03629207956,119246.705164698,2049.86866540164,7156.0160482114,59957.3800461847,119173.123019862,63892.7601147911,55278.9487132788,7334.25794149349,-9609.79288026741,1908.61510155317,2179.1931674069,4660,4.66
"416",28,NA,"India","Punjab","FIROZPUR",NA,NA,NA,NA,313,145,197,4794.51518529855,1846.41868016024,7794.03629207956,148248485932.728,2073.22659146813,2019.63671977562,6223.3910964819,23965922973.6945,49,4790.91202997887,1892.1073441563,7321.33544659676,122356.652799884,1922.46369175627,7156.0160482114,59957.3800461847,122360.090815171,72697.0582834331,49566.4796096924,10444.2055766793,-6499.84524508158,1908.61510155317,1995.09096700105,NA,NA
"417",28,2012,"India","Punjab","FIROZPUR","Rabi",185,911000,4.92,313,137,190,4692.24278307726,1750.36741865205,7506.39770793785,144884449883.127,1857.35886991356,1942.2932770165,6223.3910964819,23965922973.6945,57,4934.24972938697,1947.06805819102,7770.84038291233,121228.663763117,1982.74535947712,7156.0160482114,59957.3800461847,121184.424322593,79311.8587807467,41894.0471550164,9316.21653991219,-7627.83428184871,1908.61510155317,2136.8868969632,4927,4.927
"418",28,NA,"India","Punjab","FIROZPUR",NA,NA,NA,NA,313,145,197,4692.87908737989,1859.89184060721,7770.84038291233,149969661443.411,1926.20113152877,2090.22661794318,6223.3910964819,23965922973.6945,57,4999.14293078569,1906.87018061705,7664.22403856966,127887.89378286,2057.42509101132,7156.0160482114,59957.3800461847,127835.938039295,81456.1956047085,46389.0784105439,15975.4465596556,-968.60426210532,1908.61510155317,2230.49603779032,NA,NA
"419",28,NA,"India","Punjab","FIROZPUR",NA,NA,NA,NA,313,137,189,4823.04282860231,1808.65951226369,7664.22403856966,145323978750.389,1891.68683463349,2128.07192020425,6223.3910964819,23965922973.6945,65,4318.38786749461,1892.74757186029,7571.03294679879,75700.8745559177,1955.58455267412,7156.0160482114,59957.3800461847,75641.2193984656,48425.667594085,27198.7249981338,-36211.5726672871,-53155.623489048,1908.61510155317,2153.59863453162,NA,NA
